Clippers,Hawks,12,5,-1,-10,5,7,,,,
Clippers,Mavericks,-1,-2,15,19,5,15,,,,
Clippers,Thunder,-10,-2,-10,-12,5,26,,,,
Clippers,Knicks,7,11,2,7,5,12,,,,
Clippers,Cavaliers,-2,-17,-23,-24,5,3,,,,
Clippers,Spurs,2,-4,-1,-21,5,24,,,,
Clippers,Rockets,9,22,22,16,5,22,,,,
Clippers,Grizzlies,-2,0,-10,-11,5,6,,,,
Clippers,Pelicans,3,2,-6,-4,5,19,,,,
Clippers,Warriors,5,-2,-9,-16,5,29,,,,
Clippers,Trailblazers,-3,7,0,2,5,28,,,,
Clippers,Nuggets,5,4,17,15,5,17,,,,
Clippers,Celtics,6,17,22,24,5,4,,,,
Clippers,Timberwolves,10,13,26,20,5,27,,,,
Clippers,Thunder,-7,4,4,-2,5,26,,,,
Clippers,Wizards,10,11,11,5,5,30,,,,
Clippers,Lakers,11,8,24,22,5,13,,,,
Clippers,Lakers,4,12,12,10,5,13,,,,
Clippers,Jazz,-1,-5,4,3,5,10,,,,
Clippers,Mavericks,2,2,17,7,5,15,,,,
Clippers,Grizzlies,7,18,20,26,5,6,,,,
Clippers,Suns,2,-7,-10,-9,5,25,,,,
Clippers,Trailblazers,5,8,15,20,5,28,,,,
Clippers,Trailblazers,5,4,6,21,5,28,,,,
Clippers,Trailblazers,-3,-9,-3,-8,5,28,,,,
Clippers,Trailblazers,-4,-4,-2,-14,5,28,,,,
Clippers,Trailblazers,0,5,0,-10,5,28,,,,
Clippers,Trailblazers,0,-2,2,-3,5,28,,,,
Grizzlies,Cavaliers,-16,-21,-24,-30,6,3,,,,
Grizzlies,Pacers,9,1,-2,9,6,18,,,,
Grizzlies,Nets,5,11,10,10,6,16,,,,
Grizzlies,Warriors,1,-19,-44,-50,6,29,,,,
Grizzlies,Kings,-4,10,16,14,6,11,,,,
Grizzlies,Trailblazers,5,-4,-19,-19,6,28,,,,
Grizzlies,Jazz,-2,-13,-20,-10,6,10,,,,
Grizzlies,Clippers,1,0,-4,-2,6,5,,,,
Grizzlies,Warriors,-11,-6,-11,-16,6,29,,,,
Grizzlies,Trailblazers,-1,1,9,1,6,28,,,,
Grizzlies,Timberwolves,-1,6,2,8,6,27,,,,
Grizzlies,Thunder,2,6,-1,8,6,26,,,,
